STOPNAME,TRAPEZESTO,RUCUSSTOPA,STOPID,LATITUDE,LONGITUDE,ACCESSIBIL,ATSTREET,ONSTREET,POSITION,ORIENTATIO,SERVICEPLA,SHELTER,INSERT_TIM,SIGNUPID,SUPERVISOR
Judah St&La Playa St NW-FS,JUDALAP0,,7219.0000000000,37.7603480000,-122.5092010000,0.0000000000,LA PLAYA ST,JUDAH ST,,,,0.0000000000,2012/02/23,76.0000000000,
San Jose Ave&Randall St W-FS/SI,S.J.RAN2,S.J.RAND,6280.0000000000,37.7393850000,-122.4243200000,0.0000000000,RANDALL ST,SAN JOSE AVE,FS,W,SI,0.0000000000,2012/02/23,76.0000000000,
Civic Center Station Outbound,CIVC ST0,CIVC STA,6997.0000000000,37.7786750000,-122.4149950000,0.0000000000,METRO TUNNEL,CIVIC CENTER STATION,,,,0.0000000000,2012/02/23,76.0000000000,
The Embarcadero&Brannan St S-FS/SI,EMBRBRA1,EMBRBRAN,4506.0000000000,37.7843590000,-122.3881380000,0.0000000000,BRANNAN ST,THE EMBARCADERO,NS,S,SI,0.0000000000,2012/02/23,76.0000000000,
Right Of Way&Liberty St SE-NS/SB,ROW LBR1,ROW LBRT,6222.0000000000,37.7572390000,-122.4268670000,0.0000000000,LIBERTY ST,MUNI RAIL - J RROW,NS,SE,,0.0000000000,2012/02/23,76.0000000000,
Right Of Way&21st St NW-NS/SB,ROW 21S0,ROW 21ST,6216.0000000000,37.7566430000,-122.4269220000,0.0000000000,21ST ST,RIGHT OF WAY,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
Carl St&Stanyan St SW-NS,CARLSTA1,CARLSTAN,3915.0000000000,37.7653710000,-122.4529280000,0.0000000000,STANYAN ST,CARL ST,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
EMBARCADERO AND HARRISON,EMBRHARR,,7380.0000000000,37.7895700000,-122.3884890000,0.0000000000,HARRISON ST,THE EMBARCADERO,,,,0.0000000000,2012/02/23,76.0000000000,
Church St&Day St SW-FS/SI,CHURDAY0,CHURDAY,4004.0000000000,37.7428110000,-122.4266540000,0.0000000000,DAY ST,CHURCH ST,FS,SW,SI,0.0000000000,2012/02/23,76.0000000000,
Green Division Yard,MUNIMTR0,MUNIMTRO,5448.0000000000,37.7208990000,-122.4466570000,0.0000000000,SAN JOSE AVE,GENEVA AVE,NS,,SI,0.0000000000,2012/02/23,76.0000000000,
Civic Center Station Inbound,CIVC ST1,CIVC STA,5727.0000000000,37.7785420000,-122.4148130000,0.0000000000,TERMINAL,METRO,,,,0.0000000000,2012/02/23,76.0000000000,
King St&4th St W-NS/SI,KING.4SW,KING.4ST,5240.0000000000,37.7760580000,-122.3943640000,0.0000000000,04TH ST,KING ST,NS,W,SI,0.0000000000,2012/02/23,76.0000000000,
King St&4th St S-FS/SI,KING.4S1,KING.4ST,5239.0000000000,37.7762070000,-122.3942310000,0.0000000000,4TH ST,KING ST,FS,S,SI,0.0000000000,2012/02/23,76.0000000000,
King St&2nd St W-NS/SI,KING.2SW,KING.2ST,5237.0000000000,37.7796210000,-122.3898240000,0.0000000000,02ND ST,KING ST,NS,W,SI,0.0000000000,2012/02/23,76.0000000000,
Judah St&34th Ave SW-NS/SI,JUDA34A1,JUDA34AV,5210.0000000000,37.7609550000,-122.4931990000,0.0000000000,34TH AVE,JUDAH ST,NS,SW,SI,0.0000000000,2012/02/23,76.0000000000,
Montgomery Station Inbound,MTGY ST1,MTGY STA,5731.0000000000,37.7887020000,-122.4019250000,0.0000000000,MARKET ST,NEW MONTGOMERY ST,,,,0.0000000000,2012/02/23,76.0000000000,
Powell Station Inbound,POWL ST1,POWL STA,5417.0000000000,37.7841990000,-122.4076950000,0.0000000000,TERMINAL,METRO,,,,0.0000000000,2012/02/23,76.0000000000,
Van Ness Ave&Geary Blvd **-MI,V.N.GEA1,V.N.GEAR,6807.0000000000,37.7856830000,-122.4214030000,0.0000000000,GEARY ST,VAN NESS AVE,MI,**,,0.0000000000,2012/02/23,76.0000000000,
Potrero Ave&Alameda St NE-NS,POTRALA1,POTRALAM,6042.0000000000,37.7682560000,-122.4076670000,0.0000000000,ALAMEDA ST,POTRERO AVE,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Mendell St&Cargo Way W-FS/SB,MENDCWAO,,7632.0000000000,37.7438040000,-122.3833130000,0.0000000000,CARGO WY,MENDELL ST,,,,0.0000000000,2012/02/23,76.0000000000,
3rd St&Williams Ave SW-FS/BZ,3STWLM0,3STWLMS,3150.0000000000,37.7291660000,-122.3927760000,0.0000000000,WILLIAMS AVE,3RD ST,FS,SW,BZ,1.0000000000,2012/02/23,76.0000000000,
3rd St&23rd St SW-FS/SB,3ST23S0,3ST23ST,3108.0000000000,37.7550600000,-122.3881000000,0.0000000000,23RD ST,03RD ST,FS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
3rd St&Mission Rock St S-FS/SB,3STMSR2,3ST 4ST,3016.0000000000,37.7726180000,-122.3897860000,0.0000000000,MISSION ROCK ST,3RD ST,FS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
Ocean Ave&Victoria St SW-NS/SI,OCENVICT,OCENVICT,7106.0000000000,37.7259800000,-122.4643600000,0.0000000000,VICTORIA ST,OCEAN AVE,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
Saint Francis Circle NW-NS/SI,STFRCIR1,STFRCIRC,6503.0000000000,37.7348070000,-122.4716180000,0.0000000000,JUNIPERO SERRA BLVD,WEST PORTAL AVE,NS,NW,SI,0.0000000000,2012/02/23,76.0000000000,
Third Street&Mariposa St. SW-FS/SB,3STMAR0,,7382.0000000000,37.7641770000,-122.3889450000,0.0000000000,MARIPOSA ST,3RD ST,,,,0.0000000000,2012/02/23,76.0000000000,
Third Street&Mariposa St. NE-FS/SB,3STMAR1,,7381.0000000000,37.7644270000,-122.3887610000,0.0000000000,MARIPOSA ST,3RD ST,,,,0.0000000000,2012/02/23,76.0000000000,
Third Street&Marin St NW-NS/FL,3STMRN0,,7378.0000000000,37.7490970000,-122.3875710000,0.0000000000,MARIN ST,3RD ST,,,,0.0000000000,2012/02/23,76.0000000000,
Third Street&Marin St. SE-NS/SB,3STMRN1,,7377.0000000000,37.7489450000,-122.3874220000,0.0000000000,MARIN ST,3RD ST,,,,0.0000000000,2012/02/23,76.0000000000,
Third Street&Le Conte Ave. SE-NS/PS,3STLCTE,,7376.0000000000,37.7188090000,-122.3974680000,0.0000000000,LE CONTE AVE,3RD ST,,,,0.0000000000,2012/02/23,76.0000000000,
Ocean Ave&Cerritos Ave W-NS/SI,OCENCERT,OCENCERT,7103.0000000000,37.7272200000,-122.4667800000,0.0000000000,CERRITOS AVE,OCEAN AVE,NS,W,,0.0000000000,2012/02/23,76.0000000000,
4th Street & King St S-FS/SB,4STKING,,7366.0000000000,37.7761530000,-122.3939440000,0.0000000000,KING ST,4TH ST,,E,,0.0000000000,2012/02/23,76.0000000000,
3rd St&Gene Friend Way SW-FS/SB,3STGFR0,,7324.0000000000,37.7693170000,-122.3894450000,0.0000000000,GENE FRIEND WAY,3RD ST,,,,0.0000000000,2012/02/23,76.0000000000,
3rd St&Fitzgerald Ave SE-NS/SB,3STFIT1,,7320.0000000000,37.7231270000,-122.3952430000,0.0000000000,FITZGERALD AVE,3RD ST,,,,0.0000000000,2012/02/23,76.0000000000,
3rd St&Gene Friend Wy NE-FS/SB,3STGFR1,,7321.0000000000,37.7695570000,-122.3892960000,0.0000000000,GENE FRIEND WAY,3RD ST,,,,0.0000000000,2012/02/23,76.0000000000,
4th Street & King Street SE-NS/SB,4ST KING,4ST KING,7166.0000000000,37.7762780000,-122.3938640000,0.0000000000,KING ST,4TH ST,MB,,SI,0.0000000000,2012/02/23,76.0000000000,
Ocean Ave&Westgate Dr E-NS/SI,OCENWGA1,OCENWGAT,5809.0000000000,37.7271990000,-122.4664800000,0.0000000000,WESTGATE DR,OCEAN AVE,NS,E,SI,0.0000000000,2012/02/23,76.0000000000,
3rd St&Paul Ave SW-FS/SB,.3STPAUL,,7171.0000000000,37.7224040000,-122.3956670000,0.0000000000,PAUL AVE,3RD ST,,SW,,0.0000000000,2012/02/23,76.0000000000,
West Portal Ave&Ulloa St NW-FS/SB,W.P.ULO0,W.P.ULOA,6903.0000000000,37.7410090000,-122.4658580000,0.0000000000,LENOX WAY,ULLOA ST,FS,NW,,0.0000000000,2012/02/23,76.0000000000,
Ocean Ave&Miramar Ave SW-NS/SI,OCENMRM0,OCENMRMR,5798.0000000000,37.7242620000,-122.4583060000,0.0000000000,CAPITOL AVE,OCEAN AVE,NS,SW,SI,0.0000000000,2012/02/23,76.0000000000,
Ocean Ave & Junipero Serra Blvd SE,OCENJ S1,OCENJ S,5792.0000000000,37.7309520000,-122.4716860000,0.0000000000,EUCALYPTUS DR,JUNIPERO SERRA BLVD,FS,SE,,0.0000000000,2012/02/23,76.0000000000,
Ocean Ave&Aptos Ave E-NS/SI,OCENAPT1,OCENAPTO,5779.0000000000,37.7282850000,-122.4675610000,0.0000000000,APTOS AVE,OCEAN AVE,NS,E,SI,0.0000000000,2012/02/23,76.0000000000,
West Portal Ave&14th Ave N-NS/SI,W P 14AV,W P 14AV,7125.0000000000,37.7380640000,-122.4689840000,0.0000000000,14TH AVE,WEST PORTAL AVE,NS,N,SI,0.0000000000,2012/02/23,76.0000000000,
Ocean Ave&Miramar Ave NE-NS/SI,OCENMRM1,OCENMRMR,5797.0000000000,37.7243870000,-122.4580770000,0.0000000000,OCEAN AVE,MIRAMAR AVE,NS,NE,SI,0.0000000000,2012/02/23,76.0000000000,
3rd St&Revere Ave S-NS/BB,3STRVR1,3STRVRE,3145.0000000000,37.7322500000,-122.3914600000,0.0000000000,REVERE AVE,03RD ST,NS,S,BZ,0.0000000000,2012/02/23,76.0000000000,
3rd St&Evans Ave SW-FS/SB,3STEVA0,3STEVAN,3123.0000000000,37.7424400000,-122.3881500000,0.0000000000,EVANS AVE,03RD ST,FS,SW,BZ,1.0000000000,2012/02/23,76.0000000000,
Mendell St&Cargo Way S-NS/SB,MENDCWA1,MENDCWAY,5505.0000000000,37.7437000000,-122.3831700000,0.0000000000,CARGO WAY,MENDELL ST,NS,S,,0.0000000000,2012/02/23,76.0000000000,
Ocean Ave&Dorado Ter NE-NS,OCENDRD0,OCENDRDO,5787.0000000000,37.7249570000,-122.4610590000,0.0000000000,DORADO TER,OCEAN AVE,NS,NE,SI,0.0000000000,2012/02/23,76.0000000000,
Cargo Way&3rd St SE-FS/SB,CWAY 3S0,CWAY 3ST,4338.0000000000,37.7457700000,-122.3866500000,0.0000000000,03RD ST,CARGO WAY,FS,SE,,0.0000000000,2012/02/23,76.0000000000,
Ocean Ave&Jules Ave SW-NS/SI,OCENJUL0,OCENJULS,5793.0000000000,37.7249550000,-122.4613900000,0.0000000000,JULES AVE,OCEAN AVE,NS,SW,SI,0.0000000000,2012/02/23,76.0000000000,
West Portal Ave&14th Ave S-NS/SI,W P 14A0,W P 14AV,6898.0000000000,37.7378590000,-122.4690420000,0.0000000000,14TH AVE,WEST PORTAL AVE,NS,S,SI,0.0000000000,2012/02/23,76.0000000000,
Ocean Ave&Aptos Ave W-NS/SI,OCENAPT0,OCENAPTO,5780.0000000000,37.7283830000,-122.4678710000,0.0000000000,APTOS AVE,OCEAN AVE,NS,W,SI,0.0000000000,2012/02/23,76.0000000000,
Ocean Ave&San Leandro Way W-NS/SI,OCENSNL0,OCENSNLE,5807.0000000000,37.7299450000,-122.4694750000,0.0000000000,SAN FERNANDO WAY,OCEAN AVE,NS,W,SI,0.0000000000,2012/02/23,76.0000000000,
Ocean Ave&San Leandro Way E-NS/SI,OCENSNL1,OCENSNLE,5806.0000000000,37.7299890000,-122.4690970000,0.0000000000,SAN LEANDRO WAY,OCEAN AVE,NS,E,SI,0.0000000000,2012/02/23,76.0000000000,
Ocean Ave&Fairfield Way NW-FS/SI,OCENFFL1,OCENFFLD,5788.0000000000,37.7260080000,-122.4640720000,0.0000000000,FAIRFIELD WAY,OCEAN AVE,FS,NW,SI,0.0000000000,2012/02/23,76.0000000000,
US Post Office N-NS/SB,MENDUSP0,MENDUSPO,5510.0000000000,37.7411300000,-122.3846400000,0.0000000000,US POST OFFICE,MENDELL ST,NS,N,,0.0000000000,2012/02/23,76.0000000000,
US Post Office E-FS/SB,MENDUSP1,MENDUSPO,5509.0000000000,37.7410600000,-122.3844400000,0.0000000000,US POST OFFICE,MENDELL ST,FS,E,,0.0000000000,2012/02/23,76.0000000000,
Mendell St&Newhall St NW-NS/SB,MENDNEW0,MENDNEWH,5508.0000000000,37.7425300000,-122.3839300000,0.0000000000,NEWHALL ST,MENDELL ST,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
Mendell St&Newhall St NE-FS/SB,MENDNEW1,MENDNEWH,5507.0000000000,37.7425400000,-122.3837000000,0.0000000000,NEWHALL ST,MENDELL ST,FS,NE,,0.0000000000,2012/02/23,76.0000000000,
Lombard St&Laguna St SW-NS/SB,LOMBLGN0,LOMBLGNA,5281.0000000000,37.8003700000,-122.4312100000,0.0000000000,LAGUNA ST,LOMBARD ST,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
Lombard St&Laguna St NE-NS/SB,LOMBLGN1,LOMBLGNA,5280.0000000000,37.8005700000,-122.4310100000,0.0000000000,LAGUNA ST,LOMBARD ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Cargo Way&3rd St NE-NS/SB,CWAY 3S1,CWAY 3ST,4337.0000000000,37.7460600000,-122.3869500000,0.0000000000,03RD ST,CARGO WAY,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Bayshore Blvd&Hester Ave S-NS/PS,BSHRHSTS,BSHRHSTN,3780.0000000000,37.7149700000,-122.3989800000,0.0000000000,HESTER AVE,BAY SHORE BLVD,NS,S,,0.0000000000,2012/02/23,76.0000000000,
Bay Shore Blvd&Campbell Ave SW-FS,BSHRCAM0,BSHRCAMP,3776.0000000000,37.7148100000,-122.3993600000,0.0000000000,CAMPBELL AVE,BAY SHORE BLVD,FS,SW,,0.0000000000,2012/02/23,76.0000000000,
Third Street&Mission Rock St. NE-FS,3STMSR1,4ST 3ST,3153.0000000000,37.7729660000,-122.3896940000,0.0000000000,MISSION ROCK ST,3RD ST,FS,N,BZ,0.0000000000,2012/02/23,76.0000000000,
3rd St&Van Dyke Ave S-NS/SB,3STVDY1,3STVDYK,3149.0000000000,37.7292380000,-122.3925930000,0.0000000000,VAN DYKE AVE,3RD ST,NS,S,BZ,0.0000000000,2012/02/23,76.0000000000,
3rd St&Salinas Ave NW-NS/SB,3STSLN0,3STSLNS,3146.0000000000,37.7207800000,-122.3964900000,0.0000000000,SALINAS AVE,03RD ST,NS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
3rd St&23rd St NE-FS/BZ,3ST23S1,3ST23ST,3107.0000000000,37.7556900000,-122.3879000000,0.0000000000,23RD ST,03RD ST,FS,NE,BZ,0.0000000000,2012/02/23,76.0000000000,
3rd St&20th St NW-NS/SB,.3ST20S0,.3ST20ST,3104.0000000000,37.7605900000,-122.3887000000,0.0000000000,20TH ST,03RD ST,NS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Judah St&9th Ave NW-FS/SI,JUDA 9A0,JUDA 9AV,5193.0000000000,37.7622270000,-122.4666880000,0.0000000000,9TH AVE,JUDAH ST,FS,NW,SI,0.0000000000,2012/02/23,76.0000000000,
The Embarcadero&Townsend St W-MB,EMBRTOW1,EMBRTOWN,4531.0000000000,37.7836000000,-122.3883200000,0.0000000000,TOWNSEND ST,THE EMBARCADERO,MB,W,,0.0000000000,2012/02/23,76.0000000000,
The Embarcadero&Howard St SW-FS/SB,EMBRHWR0,EMBRHWRD,4520.0000000000,37.7921590000,-122.3910660000,0.0000000000,HOWARD ST,THE EMBARCADERO,FS,SW,,0.0000000000,2012/02/23,76.0000000000,
The Embarcadero&Howard St NE-FS/SB,EMBRHWR1,EMBRHWRD,4519.0000000000,37.7926860000,-122.3911460000,0.0000000000,HOWARD ST,THE EMBARCADERO,FS,NE,,0.0000000000,2012/02/23,76.0000000000,
The Embarcadero&Folsom St SW-FS/SB,EMBRF120,EMBRFOLS,4511.0000000000,37.7905610000,-122.3898980000,0.0000000000,FOLSOM ST,THE EMBARCADERO,FS,SW,,0.0000000000,2012/02/23,76.0000000000,
Duboce Ave&Noe St SW-NS/SB,DUBONOE1,DUBONOE.,4451.0000000000,37.7691100000,-122.4337000000,0.0000000000,NOE ST,DUBOCE AVE,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
Duboce Ave&Church St SW-NS/SI,DUBOCHU1,DUBOCHUR,4448.0000000000,37.7694090000,-122.4294000000,0.0000000000,CHURCH ST,DUBOCE AVE,NS,SW,SI,0.0000000000,2012/02/23,76.0000000000,
Carl St&Hillway Ave SE-FS/FL,CARLHLW1,CARLHLWY,3913.0000000000,37.7649320000,-122.4565120000,0.0000000000,HILLWAY AVE,CARL ST,NS,SW,,1.0000000000,2012/02/23,76.0000000000,
Carl St&Hillway Ave NE-MB,CARLHLW0,CARLHLWY,3912.0000000000,37.7650030000,-122.4565610000,0.0000000000,HILLWAY AVE,CARL ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Broad St&Plymouth Ave NE-NS/PS,BRODPLYM,BRODPLYM,3718.0000000000,37.7132220000,-122.4559270000,0.0000000000,PLYMOUTH AVE,BROAD ST,NS,NE,,1.0000000000,2012/02/23,76.0000000000,
Broad St&Orizaba Ave NE-NS/PS,BRODORI1,BRODORIZ,3717.0000000000,37.7131780000,-122.4623310000,0.0000000000,ORIZABA AVE,BROAD ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Broad St&Capitol Ave SW-NS/PS,BRODCAP0,BRODCAPI,3716.0000000000,37.7131520000,-122.4591590000,0.0000000000,CAPITOL AVE,BROAD ST,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
Broad St&Capitol Ave NE-NS/PS,BRODCAP1,BRODCAPI,3715.0000000000,37.7131910000,-122.4589210000,0.0000000000,CAPITOL AVE,BROAD ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
9th Ave&Irving St SE-NS,9AVIRV2,9AVIRVG,3212.0000000000,37.7639130000,-122.4662410000,0.0000000000,IRVING ST,9TH AVE,NS,SE,,1.0000000000,2012/02/23,76.0000000000,
3rd St&Evans Ave S-NS/FL,3STEVA1,3STEVAN,3122.0000000000,37.7426820000,-122.3879080000,0.0000000000,EVANS AVE,3RD ST,FS,E,BZ,0.0000000000,2012/02/23,76.0000000000,
15th Ave&Ulloa St NW-NS/PS,15AVULO1,15AVULOA,3269.0000000000,37.7414840000,-122.4713000000,0.0000000000,ULLOA ST,15TH AVE,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
15th Ave&Taraval St SW-FS/PS,15AVTAR1,15AVTARA,3267.0000000000,37.7430690000,-122.4714050000,0.0000000000,TARAVAL ST,15TH AVE,FS,SW,,1.0000000000,2012/02/23,76.0000000000,
15th Ave&Taraval St SE-NS/PS,15AVTAR0,15AVTARA,3266.0000000000,37.7431240000,-122.4712970000,0.0000000000,TARAVAL ST,15TH AVE,NS,SE,,1.0000000000,2012/02/23,76.0000000000,
19th Ave&Randolph St N-FS/PS,19AVRND1,19AVRNDO,3385.0000000000,37.7142820000,-122.4696180000,0.0000000000,RANDOLPH ST,19TH AVE,FS,N,,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Junipero Serra Blvd E-NS,19AVJ.S0,19AVJ.S.,3361.0000000000,37.7168890000,-122.4722750000,0.0000000000,JUNIPERO SERRA BLVD,19TH AVE,NS,E,,0.0000000000,2012/02/23,76.0000000000,
Ocean Ave&Aptos Ave-NS,OCENAPTO,OCENAPTO,7104.0000000000,37.7283900000,-122.4678800000,0.0000000000,APTOS AVE,OCEAN AVE,NS,W,,0.0000000000,2012/02/23,76.0000000000,
Ocean Ave&Miramar Ave-NS,OCENMRMR,OCENMRMR,7102.0000000000,37.7242600000,-122.4583400000,0.0000000000,MIRAMAR AVE,OCEAN AVE,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
Ocean Ave&Jules Ave-NS,OCENJULS,OCENJULS,7101.0000000000,37.7249100000,-122.4614000000,0.0000000000,JULES AVE,OCEAN AVE,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
San Jose Ave&Ocean Ave SW-FS/BZ,S J OCE0,S J OCEN,6276.0000000000,37.7229330000,-122.4448940000,0.0000000000,OCEAN AVE,SAN JOSE AVE,FS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
Third Street&Hudson/Innes Ave S-FS,3ST HDI1,,7390.0000000000,37.7399160000,-122.3889070000,0.0000000000,INNES AVE,3RD ST,,,,0.0000000000,2012/02/23,76.0000000000,
19th Ave& Winston Dr NE-FS/SI,19AVWIN3,,7449.0000000000,37.7271950000,-122.4748460000,0.0000000000,WINSTON DR,19TH AVE,,,,0.0000000000,2012/02/23,76.0000000000,
Taraval St&42nd Ave SW-NS/PS,TARA42A1,TARA42AV,6635.0000000000,37.7419000000,-122.5004610000,0.0000000000,42ND AVE,TARAVAL ST,NS,SW,,1.0000000000,2012/02/23,76.0000000000,
Taraval St&42nd Ave NE-NS/PS,TARA42A0,TARA42AV,6634.0000000000,37.7420210000,-122.5002020000,0.0000000000,42ND AVE,TARAVAL ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Taraval St&46th Ave NE-NS/PS,TARA46A0,TARA46AV,6638.0000000000,37.7418230000,-122.5044900000,0.0000000000,46TH AVE,TARAVAL ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
San Jose Ave&Niagara Ave S-NS/SB,S.J.NIA1,S.J.NIAG,6269.0000000000,37.7194000000,-122.4476200000,0.0000000000,MOUNT VERNON AVE,NAHUA AVE,NS,S,,0.0000000000,2012/02/23,76.0000000000,
Ocean Ave&Junipero Serra Blvd NE-NS,J S OCEN,J S OCEN,7113.0000000000,37.7316280000,-122.4717070000,0.0000000000,OCEAN AVE,JUNIPERO SERRA BLVD,FS,NE,SI,0.0000000000,2012/02/23,76.0000000000,
Taraval St&35th Ave SW-NS/PS,TARA35A1,TARA35AV,6631.0000000000,37.7422350000,-122.4929610000,0.0000000000,35TH AVE,TARAVAL ST,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
Taraval St&35th Ave NE-NS/PS,TARA35A0,TARA35AV,6630.0000000000,37.7423540000,-122.4927080000,0.0000000000,35TH AVE,TARAVAL ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Taraval St&32nd Ave SW-NS/PS,TARA32A1,TARA32AV,6629.0000000000,37.7423550000,-122.4897490000,0.0000000000,32ND AVE,TARAVAL ST,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
Third Street&20th St NE-FS/SI,3ST 20S0,3ST 20S0,7355.0000000000,37.7605180000,-122.3885580000,0.0000000000,20TH ST,3RD ST,FS,NE,SI,0.0000000000,2012/02/23,76.0000000000,
Third Street&Marin St SE-NS/SI,3ST MRN0,3ST MRN0,7353.0000000000,37.7489990000,-122.3874450000,0.0000000000,MARIN ST,3RD ST & MARIN,NS,SE,SI,0.0000000000,2012/02/23,76.0000000000,
Third Street&Evans Ave NE-FS/SI,3ST EVA0,3ST EVA0,7352.0000000000,37.7427260000,-122.3879200000,0.0000000000,EVANS AVE,3RD ST,FS,NE,SI,0.0000000000,2012/02/23,76.0000000000,
Third Street&Gilman Ave NE-FS/SI,3ST GIL0,3ST GIL0,7347.0000000000,37.7224490000,-122.3956100000,0.0000000000,GILMAN AVE,3RD ST,FS,NE,SI,0.0000000000,2012/02/23,76.0000000000,
Third Street&Williams Ave SW-FS/SI,3ST WIL1,3ST WIL1,7346.0000000000,37.7292640000,-122.3926380000,0.0000000000,WILLIAMS AVE,3RD ST,FS,SW,SI,0.0000000000,2012/02/23,76.0000000000,
Third Street&Van Dyke Ave NE-FS/SI,3ST VDY0,3ST VDY0,7345.0000000000,37.7292910000,-122.3926040000,0.0000000000,VAN DYKE AVE,3RD ST,MB,,SI,0.0000000000,2012/02/23,76.0000000000,
Third Street&Carrol Ave SW-FS/SI,3ST CAR1,3ST CAR1,7344.0000000000,37.7254640000,-122.3942560000,0.0000000000,CARROLL AVE,3RD ST,FS,SW,SI,0.0000000000,2012/02/23,76.0000000000,
Third Street&Carroll Ave NE-FS/SI,3ST CAR0,3ST CAR0,7343.0000000000,37.7254910000,-122.3942220000,0.0000000000,CARROLL AVE,3RD ST,FS,NE,SI,0.0000000000,2012/02/23,76.0000000000,
Third Street&Paul Ave SW-FS/SI,3ST PAU1,3ST PAU1,7342.0000000000,37.7224130000,-122.3956440000,0.0000000000,PAUL AVE,3RD ST,FS,SW,SI,0.0000000000,2012/02/23,76.0000000000,
Taraval St&30th Ave SW-NS/PS,TARA30A1,TARA30AV,6627.0000000000,37.7424610000,-122.4876150000,0.0000000000,30TH AVE,TARAVAL ST,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
Taraval St&40th Ave SW-NS/PS,TARA40A1,TARA40AV,6633.0000000000,37.7419900000,-122.4983160000,0.0000000000,40TH AVE,TARAVAL ST,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
Ocean Ave&Victoria St SW-NS/SI,OCENVIC0,OCENVICT,5808.0000000000,37.7260290000,-122.4643370000,0.0000000000,VICTORIA ST,OCEAN AVE,NS,SW,SI,0.0000000000,2012/02/23,76.0000000000,
Castro Station Outbound,CTROSTAO,CTRO STA,6991.0000000000,37.7626830000,-122.4352890000,0.0000000000,CASTRO ST,17TH ST,,,,0.0000000000,2012/02/23,76.0000000000,
Wawona St&46th Ave SW-NS/PS,WAWO46A0,WAWO46AV,6932.0000000000,37.7361250000,-122.5043510000,0.0000000000,46TH AVE,WAWONA ST,NS,SW,,1.0000000000,2012/02/23,76.0000000000,
Judah St&46th Ave SW-NS/SI,JUDA46A1,JUDA46AV,5216.0000000000,37.7603920000,-122.5060640000,0.0000000000,46TH AVE,JUDAH ST,NS,SW,SI,0.0000000000,2012/02/23,76.0000000000,
Judah St&46th Ave NE-NS/SI,JUDA46A0,JUDA46AV,5215.0000000000,37.7604930000,-122.5058320000,0.0000000000,46TH AVE,JUDAH ST,NS,NE,SI,0.0000000000,2012/02/23,76.0000000000,
Judah St&40th Ave NE-NS/SI,JUDA40A0,JUDA40AV,5211.0000000000,37.7607430000,-122.4993590000,0.0000000000,40TH AVE,JUDAH ST,NS,NE,SI,0.0000000000,2012/02/23,76.0000000000,
King St&2nd St S-FS/SI,KING.2S1,KING.2ST,5234.0000000000,37.7797200000,-122.3898720000,0.0000000000,2ND ST,KING ST,FS,S,SI,0.0000000000,2012/02/23,76.0000000000,
Judah St&Sunset Blvd SW-NS/SI,JUDASUN1,JUDASUNS,5225.0000000000,37.7608280000,-122.4959640000,0.0000000000,SUNSET BLVD,JUDAH ST,NS,SW,SI,0.0000000000,2012/02/23,76.0000000000,
Judah St&Sunset Blvd NE-NS/SI,JUDASUN0,JUDASUNS,5224.0000000000,37.7609120000,-122.4955650000,0.0000000000,SUNSET BLVD,JUDAH ST,NS,NE,SI,0.0000000000,2012/02/23,76.0000000000,
Judah St&La Playa St SE-FS,JUDALAP1,JUDALAPL,5223.0000000000,37.7601700000,-122.5087770000,0.0000000000,LA PLAYA ST,JUDAH ST,FS,SE,,0.0000000000,2012/02/23,76.0000000000,
Judah St&43rd Ave NE-NS/SI,JUDA43A0,JUDA43AV,5213.0000000000,37.7605980000,-122.5025740000,0.0000000000,43RD AVE,JUDAH ST,NS,NE,SI,0.0000000000,2012/02/23,76.0000000000,
